to_extension,from_operator,to_number,from_country,call_duration,to_country,from_number,call_charge,to_operator,call_date,cdr_id
,Airtel,+357593197230164,Cyprus,0.102225757107733,Cyprus,+357685425862792,0.182901503509933,Airtel,2015-02-17T22:29:36,153351
,Airtel,+233116478164003,Ghana,0.517873752922607,Ghana,+233121538439545,0.207855996106211,Vodafone,2016-01-27T02:14:29,153356
,Sprint Corporation,+1787378567925962,Puerto Rico,0.922013120396333,Puerto Rico,+1787642724966372,0.376885418529176,Deutsche Telekom,2015-04-28T01:27:31,153378
,Ooredoo,+95517120593691,Myanmar,0.762048105436362,Myanmar,+95572502017240,0.783638631120469,Telenor,2016-10-22T05:52:59,153382
,CK Hutchison,+46791524013866,Sweden,0.0507790702588805,Sweden,+46821123537843,2.77372524714175,Telenor,2016-03-25T19:05:46,153383
,MTN Group,+233925621202249,Ghana,5.30444568097309,Ghana,+233832940888002,0.502511345934371,Vodafone,2016-07-20T08:57:00,153398
,América Móvil,+503835178364377,El Salvador,0.466411553524411,El Salvador,+503139573505589,0.456418470677898,América Móvil,2015-04-13T00:59:52,153444
,Telefónica,+44416400273580,United Kingdom,0.046617509929287,United Kingdom,+44340728306328,1.22738119744277,Vodafone,2015-07-12T20:19:16,153459
,Vodafone,+3127222610491,Netherlands,1.72563622518762,Netherlands,+31950667247514,1.62444083051027,Deutsche Telekom,2016-04-18T01:40:50,153470
,China Mobile,+852829102396415,Hong Kong,3.38927596904808,Hong Kong,+852906700809090,0.226537407415078,China Mobile,2015-04-27T11:39:11,153475
,Veon,+996905532281281,Kyrgyzstan,1.29974970639774,Kyrgyzstan,+996215260666549,0.373453734653835,Veon,2015-02-26T07:37:37,153482
,MTN Group,+250886308998652,Rwanda,0.208964208091179,Rwanda,+250552780339165,1.19109325582372,MTN Group,2016-03-12T04:15:53,153484
,Veon,+213334654261951,Algeria,2.77938818937538,Algeria,+213703639788043,1.00111594644977,Veon,2016-11-12T17:35:04,153506
x500752,Vodafone,+298802236214988,Faroe Islands,0.454901309569496,Faroe Islands,+298689649894174,0.755138216643938,Vodafone,2015-09-13T22:59:39,153507
,AT&T Mobility,+1787153803393401,Puerto Rico,0.645425469693776,Puerto Rico,+1787566930511412,0.470665659967935,AT&T Mobility,2016-09-17T14:09:48,153508
,Veon,+995324642549312,Georgia,1.14319865182466,Georgia,+995579466683616,0.128400318837296,Veon,2016-02-20T22:00:35,153513
,América Móvil,+1787632176289900,Puerto Rico,0.753787531166422,Puerto Rico,+1787479992342864,0.579266207957858,AT&T Mobility,2016-03-07T21:54:51,153528
,Vodafone,+351187350142610,Portugal,1.62663446632075,Portugal,+35142387707579,0.257490022412216,Vodafone,2015-02-11T00:55:21,153564
,MTS,+375153551753388,Belarus,0.763715489421552,Belarus,+375787303500810,2.56262126877214,MTS,2016-08-15T21:02:50,153573
,Airtel,+265454211834087,Malawi,1.87510790165717,Malawi,+265104658474901,0.657949551226082,Airtel,2015-07-20T04:04:41,153574
,Airtel,+267480180613546,Botswana,0.139498584916867,Botswana,+267468389077337,0.486812940196186,Airtel,2016-06-08T06:53:52,153585
,MTN Group,+268397118286342,Swaziland,1.07458411344779,Swaziland,+268932608700930,3.2063712607107,MTN Group,2015-09-12T23:53:58,153592
,Airtel,+233665025762822,Ghana,0.666894885937178,Ghana,+233261602117901,0.58304723134231,MTN Group,2015-05-13T23:11:03,153626
,Veon,+263661831508495,Zimbabwe,0.595613366156859,Zimbabwe,+263892512496947,3.53896098475627,Veon,2016-11-19T06:29:04,153634
,Telefónica,+507609765575739,Panama,3.92313258522141,Panama,+507165732146197,0.55912370350758,América Móvil,2015-11-12T16:56:49,153661
,Orange,+224351998544338,Guinea,1.08619186896072,Guinea,+224590553326497,0.206097600503274,Airtel,2015-11-09T00:30:46,153665
,Vodafone,+233494839235371,Ghana,0.460658363902718,Ghana,+233901031922590,0.449111551663215,Vodafone,2015-11-19T22:41:31,153686
,MTN Group,+224306321802584,Guinea,1.18929840994889,Guinea,+224828546613326,0.41051123856157,MTN Group,2015-05-15T23:20:50,153710
,CK Hutchison,+44893087482335,United Kingdom,0.926871394321534,United Kingdom,+44801659660550,2.03034667438035,Vodafone,2016-03-12T11:25:28,153725
,MTS,+375452174752545,Belarus,1.91123092468602,Belarus,+37535007468991,0.841167803943503,MTS,2016-04-13T08:24:34,153746
,Etisalat,+25591933525028,Tanzania,0.451484870699167,Tanzania,+255908593369912,0.816816426601436,Airtel,2015-11-11T15:17:42,153748
x7566356,Telenor,+95383479591569,Myanmar,0.251329209445995,Myanmar,+95800285753044,1.69549832893179,Ooredoo,2016-10-24T00:46:44,153819
,Orange,+225514464411843,Ivory Coast,0.431754649458877,Ivory Coast,+225104312551317,2.41703662346217,Etisalat,2016-04-22T10:17:25,153838
x6262373,Veon,+76469987081688,Kazakhstan,0.824349915760996,Kazakhstan,+76338660391149,0.482548057313558,Veon,2016-06-27T07:30:26,153843
,Orange,+373519167820613,Moldova,0.189294916357078,Moldova,+373512052349326,0.195634963868334,Orange,2015-02-13T10:29:28,153854
x8547213,Vodafone,+351221145080720,Portugal,0.9925590628274,Portugal,+351635415551017,1.78620306467919,Vodafone,2015-10-27T13:36:17,154438
,América Móvil,+1787200015997155,Puerto Rico,0.634276005252843,Puerto Rico,+1787644576985277,0.342265000073619,Deutsche Telekom,2016-02-21T13:46:46,153868
,Airtel,+229911547586011,Benin,0.634759285047762,Benin,+229135782634408,0.517823944039083,Etisalat,2015-10-29T19:43:02,153872
,América Móvil,+1787588330098388,Puerto Rico,3.43616287426841,Puerto Rico,+178740582289609,0.389531770984277,América Móvil,2016-01-20T21:53:07,153880
x9958017,Orange,+223863253692900,Mali,1.12298935969568,Mali,+223991716520451,0.422052263841849,Orange,2016-04-08T18:51:19,153881
x2354988,Airtel,+44177948974914,Guernsey,1.95594491540418,Guernsey,+44579259720511,0.259140348932878,Airtel,2015-11-03T15:08:34,153892
,Airtel,+250612799355334,Rwanda,0.861065927816869,Rwanda,+25076395410941,0.525956005611687,Airtel,2015-05-05T16:11:22,153895
,MTN Group,+267705297309706,Botswana,1.16448524103049,Botswana,+267310123646982,0.981088841329822,Orange,2015-01-12T04:17:47,153915
,MTN Group,+256504933269760,Uganda,0.422535906169875,Uganda,+256713618628704,1.12232597244257,Orange,2015-06-27T09:49:00,153919
,Ooredoo,+960857829657688,Maldives,0.723418387266524,Maldives,+960586957250107,1.09427224559047,Ooredoo,2015-01-18T19:39:19,153955
x3692751,Telefónica,+503852848569573,El Salvador,0.75778903716334,El Salvador,+503146488841328,1.75451658628767,Telefónica,2015-02-06T16:35:07,153965
,Veon,+995555019622217,Georgia,0.402117249958537,Georgia,+995956110528832,1.14954759257271,Veon,2015-03-02T10:28:37,153966
,América Móvil,+1787772047214848,Puerto Rico,0.820795930129275,Puerto Rico,+1787605843793016,0.558517075677731,América Móvil,2016-04-22T05:22:14,153977
,China Mobile,+8528103190646,Hong Kong,2.68168807218445,Hong Kong,+852296655946979,1.98983616010966,China Mobile,2016-07-18T11:22:46,153986
,Orange,+224908065057300,Guinea,0.363334414071415,Guinea,+224954848451054,0.856383645865801,Airtel,2016-03-15T18:06:06,153997
,MTN Group,+231605992938330,Liberia,1.52465092904516,Liberia,+231874770361623,1.72277562413833,Airtel,2015-02-04T09:19:41,154020
,Orange,+352558428067804,Luxembourg,0.755204405706436,Luxembourg,+352489459758241,0.47651764378096,Orange,2016-05-10T15:24:56,154037
x1475770,Airtel,+241642046288562,Gabon,2.87589062210288,Gabon,+24121359064539,0.277330965318871,Etisalat,2016-03-17T09:39:21,154055
,Airtel,+227303386300127,Niger,0.943258317338441,Niger,+227188907648390,1.16930566401839,Airtel,2016-06-23T18:55:42,154082
,Airtel,+224730901264686,Guinea,0.763575897243812,Guinea,+224721640308173,0.832789697032858,Airtel,2015-09-21T18:49:14,154092
,MTN Group,+267264110792745,Botswana,1.38855894407873,Botswana,+267242916225647,0.299467844397356,Airtel,2016-06-19T17:10:48,154094
,Airtel,+226311033004551,Burkina Faso,0.773891174983304,Burkina Faso,+226518376680792,1.91371177533432,Airtel,2016-05-24T11:41:24,154102
,Airtel,+93863776939225,Afghanistan,0.398170245811953,Afghanistan,+93987528441517,4.02757390915081,Etisalat,2016-07-27T08:06:50,154108
,MTN Group,+268998226329204,Swaziland,0.371284300387434,Swaziland,+26882200975855,1.43697467489562,MTN Group,2015-06-11T20:42:28,154115
,MTN Group,+967806869872194,Yemen,1.51441766791491,Yemen,+967232889428043,0.163227391519866,MTN Group,2016-02-13T11:14:20,154132
,Veon,+76926519030947,Kazakhstan,0.301188874380388,Kazakhstan,+76465317480215,1.23499092228474,Veon,2015-03-27T11:20:39,154140
,Airtel,+241209132782097,Gabon,0.182263443544716,Gabon,+241846128401554,0.303422364129173,Airtel,2015-03-26T12:31:00,154173
,Airtel,+93243178608116,Afghanistan,0.0343538725678447,Afghanistan,+93922576338549,0.271840794802942,MTN Group,2016-11-01T20:42:55,154179
,Ooredoo,+960918076146333,Maldives,0.706850270690421,Maldives,+960738832089913,0.81358708734944,Ooredoo,2015-07-17T11:11:06,154191
x5584611,MTN Group,+250996195245013,Rwanda,1.19468292873101,Rwanda,+250263974140773,0.137457698981313,Airtel,2015-03-29T01:09:59,154197
,Orange,+24077650033212,Equatorial Guinea,0.780500246205438,Equatorial Guinea,+240977819004927,0.455339460415921,Orange,2016-05-21T08:50:42,154200
x8286296,Deutsche Telekom,+382293885748997,Montenegro,1.49733912901512,Montenegro,+382550177067720,1.60147313855122,Deutsche Telekom,2016-04-25T01:59:50,154201
,Verizon Wireless,+13053921530,United States,0.208698479108344,United States,+14794908342,2.10086886122006,AT&T Mobility,2016-06-15T01:21:21,154202
,MTN Group,+250345325286149,Rwanda,0.232076919459294,Rwanda,+250763362449280,0.842015809408484,Airtel,2015-05-15T22:46:07,154206
,Orange,+352746052173020,Luxembourg,0.0240072435437821,Luxembourg,+352237947848562,1.15110578829881,Orange,2015-01-16T23:50:07,154221
,Etisalat,+93415299660163,Afghanistan,2.05479105512255,Afghanistan,+93437447018917,0.749879448410873,Airtel,2015-07-17T19:34:08,154228
,Airtel,+237992921592279,Cameroon,0.151022243517441,Cameroon,+237392526760760,0.145040836721452,MTN Group,2016-11-25T23:53:21,154229
,Airtel,+44786696100399,Jersey,0.97155003609148,Jersey,+44842964546559,0.322284786695111,Airtel,2016-01-21T19:32:27,154239
,Orange,+678773552645457,Vanuatu,0.151218896736723,Vanuatu,+678709505530475,0.244621828832881,Orange,2015-02-14T10:36:49,154244
,Airtel,+260964390025258,Zambia,2.83723609531471,Zambia,+2607483946102,1.21245788399892,Airtel,2016-07-02T15:22:51,154248
,Orange,+33381281195473,France,1.28555217694399,France,+33231840173647,1.23875087106741,Orange,2016-08-25T00:40:48,154262
x6692323,Ooredoo,+213109814147856,Algeria,2.8872088169628,Algeria,+213938425458296,1.21840440867926,Veon,2016-11-03T18:37:42,154267
,América Móvil,+1787931975428336,Puerto Rico,0.491773865890541,Puerto Rico,+1787623613801909,1.094424616894,América Móvil,2015-11-24T09:39:53,154297
x170421,Verizon Wireless,+17606933995,United States,0.899419018901518,United States,+14520863977,0.257908507019023,Sprint Corporation,2016-07-21T14:50:36,154349
,América Móvil,+50494976475382,Honduras,1.07347361324018,Honduras,+504566498210624,1.54445913813844,América Móvil,2016-01-18T17:01:22,154356
x4172123,CK Hutchison,+46401659773014,Sweden,0.0828700970863544,Sweden,+46132695918458,0.382285275029625,Telenor,2015-03-22T10:21:29,154376
,MTN Group,+256335169876346,Uganda,0.675547199666735,Uganda,+256662030320773,2.43119275404237,Airtel,2015-06-13T05:15:54,154379
,América Móvil,+1787117787737176,Puerto Rico,2.40883679065037,Puerto Rico,+1787167655265594,0.781538030028347,América Móvil,2016-10-15T10:58:51,154389
x1580764,Vodafone,+44654477403519,United Kingdom,0.369454493382866,United Kingdom,+4411682900614,0.701930918880381,Telefónica,2015-04-29T10:56:31,154412
,Ooredoo,+960605057562153,Maldives,0.486499303563537,Maldives,+960204893333679,0.392088890750796,Ooredoo,2015-02-05T11:43:53,154416
x2725707,América Móvil,+595308027851282,Paraguay,2.51060965824287,Paraguay,+595110695783201,1.67949400237243,América Móvil,2015-02-24T08:27:41,154418
x760962,China Mobile,+852893101963922,Hong Kong,0.0421582222245232,Hong Kong,+852850614636472,0.660746520043231,China Mobile,2016-06-09T08:33:43,154439
,Orange,+227230712534776,Niger,0.516059172609317,Niger,+227801984870467,2.74708492353444,Airtel,2016-10-08T16:54:45,154443
x3112862,Telia Company,+994182507284731,Azerbaijan,1.09800145388829,Azerbaijan,+994854144482500,1.63995772322422,Telia Company,2015-08-06T00:24:44,154444
x549128,Airtel,+250511552211291,Rwanda,0.636979702616026,Rwanda,+250723648933348,0.396751776740986,MTN Group,2015-09-18T07:47:40,154453
,Airtel,+241305922301322,Gabon,1.03278487959465,Gabon,+24189812591148,0.416864639208083,Airtel,2015-08-09T08:57:24,154457
,Airtel,+22985857102810,Benin,2.90787444611978,Benin,+229698235057754,2.34804478288132,Airtel,2015-02-06T07:47:51,154465
,CK Hutchison,+4570018992563,Denmark,1.30522838222057,Denmark,+45436239859213,0.140097007883145,CK Hutchison,2015-02-11T11:05:04,154479
,América Móvil,+595820446007963,Paraguay,0.494002100942536,Paraguay,+595912917587918,4.3796370278874,América Móvil,2016-05-17T18:12:08,154497
,Veon,+99559489520978,Georgia,0.0703166957998642,Georgia,+995886398747715,2.04785591477907,Veon,2015-10-12T20:05:12,154501
,Telefónica,+39535333507599,Italy,0.0245829892719943,Italy,+39252844520646,0.395974281352185,Vodafone,2016-11-14T20:14:53,154509
,Vodafone,+44358809431232,United Kingdom,1.75567889857983,United Kingdom,+44157979958769,0.17791433246455,Vodafone,2015-05-05T05:14:31,154534
,Vodafone,+34716109966811,Spain,1.28021557041689,Spain,+34378108779699,0.114877825307957,Telefónica,2015-04-27T22:18:25,154542
,Deutsche Telekom,+385134533342345,Croatia,0.0635972214448512,Croatia,+385363777120329,0.343950383210693,Deutsche Telekom,2016-02-17T18:21:56,154557
,Airtel,+250204255558710,Rwanda,0.117485745833989,Rwanda,+250344078816435,1.60247790090276,Airtel,2016-04-09T06:24:48,154569
x1740319,Veon,+7665411869401,Kazakhstan,3.03032803822099,Kazakhstan,+76893579760576,0.142119775857842,Veon,2016-11-10T23:42:45,154571
x2341644,Airtel,+245244197114255,Guinea-Bissau,0.637246220512064,Guinea-Bissau,+24530577939146,0.152933288180561,Airtel,2016-03-14T09:24:53,154572
,Airtel,+229331799569773,Benin,0.767429246284505,Benin,+229422586515390,0.638967277694933,MTN Group,2015-02-27T03:10:36,154575
,América Móvil,+506662444192988,Costa Rica,0.261118484473923,Costa Rica,+506509900038027,0.351925347942198,América Móvil,2015-06-17T13:24:42,154584
,Airtel,+237663818271248,Cameroon,0.309160140486235,Cameroon,+237791733292577,3.2611848530518,Airtel,2016-11-14T18:14:32,154597
,TIM,+378390470973035,San Marino,0.529152318398432,San Marino,+378123791683776,4.58712678094923,TIM,2016-02-13T14:29:44,154606
,Orange,+225953638588021,Ivory Coast,5.34824422369276,Ivory Coast,+225169268876530,0.986627448380912,Orange,2015-06-29T04:04:19,154614
x1702197,Vodafone,+31350666283665,Netherlands,0.285215249471937,Netherlands,+31311089543785,0.187712640858671,Vodafone,2015-05-26T23:50:23,154633
,Veon,+374278062045143,Armenia,0.26424978441017,Armenia,+374396691193682,0.793656964677131,Veon,2015-08-09T20:33:43,154646
,Orange,+237748939281207,Cameroon,1.71368815845357,Cameroon,+23716181765440,0.231605138340826,Airtel,2015-04-16T02:49:18,154657
x9067389,Orange,+227208405179084,Niger,0.350116613992447,Niger,+227373619897787,0.373595727416331,Airtel,2015-01-26T13:55:28,154659
,Etisalat,+225479521341009,Ivory Coast,0.24048887489951,Ivory Coast,+225554325389645,0.209436258646825,Orange,2016-11-23T22:11:06,154669
,Telefónica,+39982372681107,Italy,0.0131359232001048,Italy,+39717926809635,2.4582809055364,CK Hutchison,2016-05-01T07:56:51,154674
,Airtel,+256103457975831,Uganda,0.178721449096209,Uganda,+256904809661426,0.545319799441337,MTN Group,2015-03-03T04:20:12,154712
x6854098,MTS,+375697401913912,Belarus,0.403938445296127,Belarus,+375451327706236,1.12459517354602,MTS,2016-07-06T18:12:52,154735
x5169501,MTN Group,+35788738112307,Cyprus,1.32257470686421,Cyprus,+357414796406374,0.781959872224615,Airtel,2015-09-21T15:57:45,154750
,Vodafone,+30134600014757,Greece,0.251679389946001,Greece,+30781956787981,0.544460562213669,Vodafone,2016-10-12T19:07:12,154761
,Telia Company,+994713404296959,Azerbaijan,0.0866038796657797,Azerbaijan,+994904118909124,0.386920827139165,Telia Company,2015-04-16T21:59:18,154774
x6753790,Airtel,+255403051281800,Tanzania,0.288714993429068,Tanzania,+255552921996565,0.320966800966101,Airtel,2016-02-16T04:23:37,154785
,Ooredoo,+95634922988710,Myanmar,0.0554382179667076,Myanmar,+95741989943274,0.282569151140373,Ooredoo,2015-04-26T06:23:28,154786
,Vodafone,+4986323582229,Germany,0.893878489939038,Germany,+49760020493678,1.42305843020898,Vodafone,2016-06-01T02:46:11,154787
,Vodafone,+353913184719938,Ireland,0.695900564076422,Ireland,+353969201585588,0.40018953064602,CK Hutchison,2016-03-07T23:00:46,154791
,MTN Group,+357404263391259,Cyprus,0.0350749400422927,Cyprus,+357208536802038,2.66102420888019,Airtel,2015-04-28T22:58:53,154812
,Orange,+267978930029175,Botswana,1.46338555442178,Botswana,+267562843992050,3.36875221618817,MTN Group,2015-08-29T11:16:57,154822
,América Móvil,+507571088121429,Panama,0.41085823263633,Panama,+507155013493310,0.826091278044518,América Móvil,2015-09-17T01:28:07,154826
,Airtel,+265628292450159,Malawi,0.24380598501041,Malawi,+265431139354571,0.709463599214567,Airtel,2015-03-01T04:49:59,154827
x5105187,MTS,+998236888986570,Uzbekistan,1.26144361727619,Uzbekistan,+998886382019873,0.127390305043622,Veon,2016-04-07T15:22:48,154828
,Vodafone,+44101324517822,United Kingdom,0.0885128440711013,United Kingdom,+44466566287650,0.491027749481289,Telefónica,2015-11-14T00:46:47,154830
,Etisalat,+255774667274478,Tanzania,0.355896216511452,Tanzania,+255867858406386,0.783310773771502,Airtel,2015-11-04T06:27:45,154851
,Veon,+995728501175276,Georgia,0.204610548981844,Georgia,+995793693958114,0.882743945634772,Veon,2015-09-21T21:02:41,154854
,Telenor,+382498176582387,Montenegro,1.96169248961662,Montenegro,+382797156290542,1.47327374976778,Telenor,2016-07-17T14:19:12,154865
x3679917,Veon,+998488005899648,Uzbekistan,0.330240206579411,Uzbekistan,+99826626149256,0.416391001450255,Veon,2015-11-17T14:42:48,154873
x1018654,MTN Group,+268797897145189,Swaziland,1.48020310305332,Swaziland,+268854586908039,1.89050806027745,MTN Group,2016-09-22T03:35:12,154877
x3832410,MTN Group,+25689426032989,Uganda,0.797102850345418,Uganda,+256465334021279,0.55472754084427,MTN Group,2016-07-08T08:42:18,154879
,América Móvil,+595414090874545,Paraguay,0.514295956549334,Paraguay,+595775874625904,3.54318026124645,América Móvil,2015-02-02T07:34:42,154883
,MTS,+374716159048160,Armenia,1.67286725111523,Armenia,+37461032267016,0.119371918039879,Veon,2015-01-22T07:28:55,154884
,América Móvil,+43560643673874,Austria,2.34803964735855,Austria,+43811055413154,0.213026754495529,América Móvil,2016-08-21T21:00:54,154902
,Telenor,+45663581118865,Denmark,1.28331851692078,Denmark,+45423653122308,1.15565906209445,Telenor,2016-06-12T17:31:45,154905
,Vodafone,+4448749055130,United Kingdom,1.0786128816141,United Kingdom,+44111916566541,0.649657270718591,Telefónica,2015-11-09T13:07:35,154923
,Airtel,+93360938001434,Afghanistan,0.826519090509667,Afghanistan,+93372286531702,2.68255463271015,Airtel,2016-10-04T23:28:42,154924
,Orange,+373302536613695,Moldova,5.2928932131199,Moldova,+373299639980804,1.6149077216972,Telia Company,2016-02-15T01:02:24,154931
,Airtel,+9384075181769,Afghanistan,0.307432249615332,Afghanistan,+935047935615,0.139718374133506,MTN Group,2015-11-04T11:17:25,154936
x5606157,Airtel,+242299638873212,Republic of the Congo,1.54310016597048,Republic of the Congo,+242570246168720,1.3334211647101,MTN Group,2015-05-26T12:38:54,154937
,Telenor,+382225157623201,Montenegro,1.47104119544702,Montenegro,+382644013593603,3.43991784844685,Telenor,2015-09-20T05:53:32,154944
,Telefónica,+506912357848808,Costa Rica,1.45998269347679,Costa Rica,+506421245465499,0.130332544091615,América Móvil,2016-06-20T07:43:54,154953
x4699834,Airtel,+44867716148211,Guernsey,1.23643640654635,Guernsey,+44884846314198,1.17412540180338,Airtel,2015-03-12T11:16:25,154954
,Airtel,+227814552266138,Niger,0.414067127227812,Niger,+227175895160484,1.00558604633194,Orange,2015-06-27T01:20:32,154961
,Airtel,+237716631805738,Cameroon,1.39475043324213,Cameroon,+237989097198199,0.53507955553603,Orange,2016-08-15T23:11:22,154966
,Vodafone,+31420796598753,Netherlands,0.105469529757839,Netherlands,+31918851760346,2.5232079731695,Vodafone,2015-07-26T01:35:04,154977
x2530374,Airtel,+265301679306262,Malawi,0.196901707721634,Malawi,+265601174876233,1.6212076651844,Airtel,2015-09-22T07:34:28,154982
,Vodafone,+353521062056514,Ireland,0.533541039808901,Ireland,+353809766825445,0.140368963380168,Vodafone,2015-01-10T04:18:15,154986
x8256151,América Móvil,+1787707656384603,Puerto Rico,1.17653082253718,Puerto Rico,+1787931245621469,3.82712143493158,América Móvil,2016-09-10T19:14:27,154993
,Etisalat,+225712481334654,Ivory Coast,1.09891667667803,Ivory Coast,+225905547616052,1.12879081497051,Etisalat,2015-10-23T15:09:49,154997
,Ooredoo,+95671701193416,Myanmar,0.440403990136873,Myanmar,+95313098011988,0.226118508179085,Telenor,2016-11-15T19:32:36,155014
,Orange,+25695327108557,Uganda,0.459034584391281,Uganda,+256641425787441,1.2660200666304,Airtel,2016-08-27T22:11:58,155031
,Airtel,+265330839414048,Malawi,0.0128382601916957,Malawi,+265421445086463,2.63462263709872,Airtel,2016-09-18T04:55:54,155045
,América Móvil,+50377163612426,El Salvador,0.210380161737998,El Salvador,+503579400086706,0.235799771791525,Telefónica,2015-03-22T12:10:56,155069
,Vodafone,+35669395590515,Malta,0.992814447438359,Malta,+356316973197411,1.00175277881895,Vodafone,2016-01-25T23:16:32,155076
,Etisalat,+241740951308581,Gabon,0.482734177827523,Gabon,+241128419615438,0.714409347136241,Etisalat,2015-08-22T23:05:59,155079
,Veon,+995355036537190,Georgia,0.557882782636723,Georgia,+995554622004565,0.421489844377166,Veon,2016-10-13T18:33:01,155092
,Telenor,+95622604741236,Myanmar,0.398465680889268,Myanmar,+95915331227674,2.46050657527613,Telenor,2016-04-21T04:03:27,155114
,América Móvil,+505122395456176,Nicaragua,0.1360664055108,Nicaragua,+505266234910050,1.03889801522049,Telefónica,2015-05-02T20:50:42,155124
x4704049,América Móvil,+1787522870532138,Puerto Rico,1.11965500748925,Puerto Rico,+1787956137939269,0.305755058159093,América Móvil,2015-09-21T20:53:22,155134
,Veon,+76328342805167,Kazakhstan,0.507379040248631,Kazakhstan,+76827326633683,0.273703177725622,Veon,2015-06-06T21:04:37,155137
,Airtel,+255657677605649,Tanzania,0.322992335056573,Tanzania,+25567731919440,0.717785682435735,Airtel,2015-03-20T16:52:56,155141
x5513337,Vodafone,+356938432767366,Malta,0.379457585827464,Malta,+356387329876236,0.417791016202452,Vodafone,2015-01-20T14:53:15,155155
x3432174,Deutsche Telekom,+43723542845056,Austria,0.426411306115187,Austria,+43417656960859,2.91194498620011,América Móvil,2015-01-05T00:39:24,155157
,Vodafone,+351411304301482,Portugal,0.400254405168474,Portugal,+351162339791032,1.63052443663877,Vodafone,2015-04-06T14:19:13,155160
x8393008,Vodafone,+34193678437122,Spain,1.7538172679669,Spain,+34599595912953,1.0591438812637,Vodafone,2015-11-12T23:28:54,155175
,Vodafone,+30814183968895,Greece,0.327759520103889,Greece,+30649673658461,1.2879748136085,Deutsche Telekom,2016-03-23T00:20:51,155183
,Airtel,+260861793686481,Zambia,1.8114076393566,Zambia,+260510178728515,0.16971193921856,Airtel,2016-01-27T10:57:33,155190
,TIM,+3906698676785550979,Vatican City,0.402188503793815,Vatican City,+3906698254243641964,0.593784347463248,TIM,2016-09-27T01:52:50,155200
,MegaFon,+992397128617159,Tajikistan,0.0635660763367939,Tajikistan,+992397209001564,0.11565969881695,Veon,2015-07-12T16:40:26,155201
,Orange,+225833544223126,Ivory Coast,0.435686659850208,Ivory Coast,+225331830541176,0.460245980897816,Etisalat,2015-10-27T21:19:16,155224
,AT&T Mobility,+1787987379443941,Puerto Rico,0.11044820064316,Puerto Rico,+1787710658940893,0.842509711189072,AT&T Mobility,2016-09-26T08:17:11,155229
,Orange,+225856474647957,Ivory Coast,0.701546739526163,Ivory Coast,+22542480546721,1.3343281129602,Etisalat,2016-09-12T17:20:56,155250
,MTS,+375541540970947,Belarus,0.583484458342045,Belarus,+37593098150355,1.16927807634413,MTS,2016-10-01T04:25:59,155253
,Telefónica,+44682832051740,United Kingdom,0.0950585191946863,United Kingdom,+44673747404567,1.69459323365931,Telefónica,2015-08-08T02:48:09,155260
,Vodafone,+4441217583859,United Kingdom,0.294829919991773,United Kingdom,+44601065677487,3.30478438252768,Vodafone,2015-02-13T00:13:21,155272
,Veon,+3747850065588,Armenia,1.13861128446459,Armenia,+374951333737825,0.353795074474134,Veon,2015-01-28T15:04:11,155276
,TIM,+378504574166617,San Marino,0.90557476081592,San Marino,+378774708379777,3.09706794966559,TIM,2015-06-29T01:02:10,155277
,Orange,+678393894686651,Vanuatu,1.88912990822265,Vanuatu,+678976068381810,0.730935491081214,Orange,2015-11-15T02:19:57,155282
,Veon,+76361939504633,Kazakhstan,0.214097149903675,Kazakhstan,+76521707850318,0.717857719569677,Telia Company,2016-06-05T15:50:30,155283
,Telenor,+45633562937450,Denmark,1.32111552023574,Denmark,+45630003001311,3.87007465006876,Telenor,2016-08-02T12:42:13,155287
,Etisalat,+236234516681031,Central African Republic,1.47262180599026,Central African Republic,+236623447371756,0.576771539620859,Etisalat,2015-08-06T23:57:31,155293
x3251268,Telefónica,+503387988464451,El Salvador,0.368839604383071,El Salvador,+503771342896341,0.184189345574863,América Móvil,2015-06-25T03:09:59,155294
,Airtel,+227956782215604,Niger,0.285752041636628,Niger,+227147517260572,1.04533178893321,Airtel,2016-01-09T22:50:38,155301
,MTN Group,+242423321084266,Republic of the Congo,0.764338030958433,Republic of the Congo,+24268143383121,0.267776065488052,Airtel,2016-01-26T02:14:01,155304
,Veon,+998269321548368,Uzbekistan,0.99055450738735,Uzbekistan,+998939509542101,0.759386424607189,MTS,2015-03-21T00:21:55,155316
,MTS,+375418813170250,Belarus,0.96626213595223,Belarus,+375254786692863,1.44768271574345,Telia Company,2015-09-19T22:46:52,155320
,Airtel,+242863958464539,Republic of the Congo,0.254853160132251,Republic of the Congo,+242296168555700,1.48321283101075,Airtel,2015-11-12T19:31:40,155322
,Deutsche Telekom,+1787301338730021,Puerto Rico,4.66583726094194,Puerto Rico,+1787226005918774,0.391775226722281,Deutsche Telekom,2015-11-28T17:40:41,155324
,MTN Group,+93334744242928,Afghanistan,0.605322906426429,Afghanistan,+93574607482041,0.290467624226292,Airtel,2015-04-01T12:42:55,155325
,MTS,+998524001468608,Uzbekistan,2.51074560365373,Uzbekistan,+998909158742950,1.04086913972557,MTS,2016-05-21T08:27:26,155333
,MTN Group,+237383054940861,Cameroon,0.0329950943137817,Cameroon,+237546627090183,0.713810153955612,Airtel,2015-06-12T04:51:20,155379
,MTS,+374330065614823,Armenia,1.36163222463082,Armenia,+374394324352601,1.41547963224803,Veon,2016-08-22T07:34:05,155398
